day,date,service_type,line,min_delay
Thursday,2023-02-09T05:25:00Z,Regular,510,17
Thursday,2023-02-09T05:33:00Z,Regular,509,27
Thursday,2023-02-09T05:48:00Z,Regular,512,33
Friday,2023-02-10T09:53:00Z,Regular,510,18
Friday,2023-02-10T10:43:00Z,Regular,501,9
Friday,2023-02-10T11:04:00Z,Regular,501,19
Friday,2023-02-10T11:39:00Z,Regular,504,4
Friday,2023-02-10T12:44:00Z,Regular,501,6
Friday,2023-02-10T15:02:00Z,Regular,504,7
Friday,2023-02-10T16:17:00Z,Regular,506,9
Friday,2023-02-10T16:56:00Z,Regular,505,9
Friday,2023-02-10T17:46:00Z,Regular,511,9
Friday,2023-02-10T18:58:00Z,Regular,501,6
Friday,2023-02-10T20:21:00Z,Regular,510,5
Friday,2023-02-10T21:21:00Z,Regular,512,10
Friday,2023-02-10T23:32:00Z,Regular,504,5
Friday,2023-02-11T00:23:00Z,Regular,512,6
Friday,2023-02-11T00:42:00Z,Regular,504,8
Friday,2023-02-11T00:49:00Z,Regular,506,13
Friday,2023-02-11T01:02:00Z,Regular,501,43
Friday,2023-02-11T01:29:00Z,Regular,501,17
Friday,2023-02-11T01:33:00Z,Regular,512,22
Friday,2023-02-11T01:36:00Z,Regular,501,24
Friday,2023-02-11T02:13:00Z,Regular,512,17
Friday,2023-02-11T02:15:00Z,Regular,501,10
Friday,2023-02-11T02:20:00Z,Regular,504,9
Friday,2023-02-11T02:24:00Z,Regular,504,10
Friday,2023-02-11T02:33:00Z,Regular,501,21
Friday,2023-02-11T02:56:00Z,Regular,504,15
Friday,2023-02-11T03:07:00Z,Regular,501,10
Friday,2023-02-11T03:57:00Z,Regular,505,9
Friday,2023-02-11T04:05:00Z,Regular,504,10
Friday,2023-02-11T04:11:00Z,Regular,501,10
Friday,2023-02-11T04:15:00Z,Regular,504,10
Friday,2023-02-11T04:20:00Z,Regular,510,10
Friday,2023-02-11T04:30:00Z,Regular,504,10
Friday,2023-02-11T04:42:00Z,Regular,501,12
Friday,2023-02-10T05:29:00Z,Regular,509,10
Friday,2023-02-10T05:48:00Z,Regular,512,10
Friday,2023-02-10T06:11:00Z,Regular,504,10
Friday,2023-02-10T06:43:00Z,Regular,501,20
Friday,2023-02-10T06:48:00Z,Regular,505,11
Saturday,2023-02-11T07:07:00Z,Regular,510,9
Saturday,2023-02-11T07:32:00Z,Regular,504,10
Saturday,2023-02-11T08:09:00Z,Night,306,19
Saturday,2023-02-11T08:58:00Z,Night,301,60
Saturday,2023-02-11T09:07:00Z,Regular,501,30
Saturday,2023-02-11T10:02:00Z,Night,310,10
Saturday,2023-02-11T10:25:00Z,Regular,501,20
Saturday,2023-02-11T10:29:00Z,Regular,501,5
Saturday,2023-02-11T10:35:00Z,Regular,501,10
Saturday,2023-02-11T10:45:00Z,Regular,506,9
Saturday,2023-02-11T10:47:00Z,Regular,501,10
Saturday,2023-02-11T10:47:00Z,Regular,505,10
Saturday,2023-02-11T11:04:00Z,Regular,510,9
Saturday,2023-02-11T14:07:00Z,Regular,501,9
Saturday,2023-02-11T14:17:00Z,Regular,504,24
Saturday,2023-02-11T15:15:00Z,Regular,504,8
Saturday,2023-02-11T16:34:00Z,Regular,504,10
Saturday,2023-02-11T17:29:00Z,Regular,501,6
Saturday,2023-02-11T17:30:00Z,Regular,501,6
Saturday,2023-02-11T17:31:00Z,Regular,501,10
Saturday,2023-02-11T17:54:00Z,Regular,510,62
Saturday,2023-02-11T17:54:00Z,Regular,501,6
Saturday,2023-02-11T18:46:00Z,Regular,506,9
Saturday,2023-02-11T19:48:00Z,Regular,505,15
Saturday,2023-02-11T20:38:00Z,Regular,506,20
Saturday,2023-02-11T20:54:00Z,Regular,510,4
Saturday,2023-02-11T21:14:00Z,Regular,512,6
Saturday,2023-02-11T21:20:00Z,Regular,501,6
Saturday,2023-02-11T21:34:00Z,Regular,504,6
Saturday,2023-02-11T22:25:00Z,Regular,512,6
Saturday,2023-02-11T22:31:00Z,Regular,501,10
Saturday,2023-02-11T23:02:00Z,Regular,501,14
Saturday,2023-02-11T23:30:00Z,Regular,504,21
Saturday,2023-02-12T00:08:00Z,Regular,511,9
Saturday,2023-02-12T00:33:00Z,Regular,510,13
Saturday,2023-02-12T00:34:00Z,Regular,506,8
Saturday,2023-02-12T00:38:00Z,Regular,512,10
Saturday,2023-02-11T05:50:00Z,Regular,504,11
Saturday,2023-02-11T05:56:00Z,Regular,501,10
Sunday,2023-02-12T07:05:00Z,Regular,510,23
Sunday,2023-02-12T07:53:00Z,Regular,504,10
Sunday,2023-02-12T08:19:00Z,Regular,501,10
Sunday,2023-02-12T08:50:00Z,Night,301,10
Sunday,2023-02-12T09:47:00Z,Regular,506,36
Sunday,2023-02-12T09:50:00Z,Regular,501,10
Sunday,2023-02-12T11:03:00Z,Regular,505,11
Sunday,2023-02-12T12:00:00Z,Regular,501,10
Sunday,2023-02-12T12:23:00Z,Regular,506,9
Sunday,2023-02-12T16:22:00Z,Regular,501,14
Sunday,2023-02-12T17:04:00Z,Regular,504,10
Sunday,2023-02-12T18:58:00Z,Regular,504,15
Sunday,2023-02-12T19:05:00Z,Regular,501,10
Sunday,2023-02-12T19:08:00Z,Regular,501,10
Sunday,2023-02-12T19:45:00Z,Regular,505,10
Sunday,2023-02-12T19:51:00Z,Regular,510,9
Sunday,2023-02-12T20:37:00Z,Regular,501,7
Sunday,2023-02-12T20:41:00Z,Regular,506,18
Sunday,2023-02-12T21:06:00Z,Regular,505,41
Sunday,2023-02-12T21:41:00Z,Regular,504,10
Sunday,2023-02-12T23:01:00Z,Regular,504,10
Sunday,2023-02-12T23:03:00Z,Regular,501,10
Sunday,2023-02-12T23:45:00Z,Regular,510,18
Sunday,2023-02-12T23:46:00Z,Regular,510,5
Sunday,2023-02-13T00:03:00Z,Regular,504,7
Sunday,2023-02-13T00:37:00Z,Regular,506,9
Sunday,2023-02-13T03:27:00Z,Regular,504,10
Sunday,2023-02-13T04:47:00Z,Regular,501,19
Sunday,2023-02-12T05:05:00Z,Regular,510,10
Sunday,2023-02-12T06:41:00Z,Night,304,10
Monday,2023-02-13T09:31:00Z,Regular,504,15
Monday,2023-02-13T09:56:00Z,Regular,504,10
Monday,2023-02-13T10:18:00Z,Regular,512,15
Monday,2023-02-13T10:52:00Z,Regular,510,12
Monday,2023-02-13T11:53:00Z,Regular,504,12
Monday,2023-02-13T12:09:00Z,Regular,510,8
Monday,2023-02-13T12:49:00Z,Regular,510,9
Monday,2023-02-13T12:53:00Z,Regular,510,9
Monday,2023-02-13T13:22:00Z,Regular,510,15
Monday,2023-02-13T14:43:00Z,Regular,501,31
Monday,2023-02-13T16:54:00Z,Regular,512,14
Monday,2023-02-13T18:35:00Z,Regular,503,10
Monday,2023-02-13T22:00:00Z,Regular,501,6
Monday,2023-02-13T22:05:00Z,Regular,501,6
Monday,2023-02-13T22:20:00Z,Regular,505,11
Monday,2023-02-13T23:13:00Z,Regular,501,7
Monday,2023-02-14T01:13:00Z,Regular,501,20
Monday,2023-02-14T01:25:00Z,Regular,501,20
Monday,2023-02-14T02:20:00Z,Regular,501,10
Monday,2023-02-14T03:10:00Z,Regular,505,10
Monday,2023-02-14T04:08:00Z,Regular,510,7
Monday,2023-02-14T04:23:00Z,Regular,501,55
Monday,2023-02-14T04:39:00Z,Regular,504,83
Monday,2023-02-13T05:15:00Z,Regular,501,10
Monday,2023-02-13T06:02:00Z,Night,301,13
Monday,2023-02-13T06:26:00Z,Regular,505,10
Tuesday,2023-02-14T11:01:00Z,Regular,510,7
Tuesday,2023-02-14T12:36:00Z,Regular,510,16
Tuesday,2023-02-14T12:54:00Z,Regular,510,8
Tuesday,2023-02-14T13:13:00Z,Regular,510,4
Tuesday,2023-02-14T14:12:00Z,Regular,505,13
Tuesday,2023-02-14T14:16:00Z,Regular,505,75
Tuesday,2023-02-14T15:29:00Z,Regular,510,18
Tuesday,2023-02-14T16:31:00Z,Regular,512,14
Tuesday,2023-02-14T19:00:00Z,Regular,506,9
Tuesday,2023-02-14T21:17:00Z,Regular,505,32
Tuesday,2023-02-14T21:40:00Z,Regular,506,9
Tuesday,2023-02-14T22:14:00Z,Regular,506,20
Tuesday,2023-02-14T23:20:00Z,Regular,506,9
Tuesday,2023-02-15T00:54:00Z,Regular,501,8
Tuesday,2023-02-15T03:40:00Z,Regular,506,10
Tuesday,2023-02-15T04:01:00Z,Regular,501,31
Tuesday,2023-02-15T04:46:00Z,Regular,511,10
Tuesday,2023-02-14T05:56:00Z,Regular,505,10
Tuesday,2023-02-14T06:59:00Z,Regular,512,9
Wednesday,2023-02-15T09:46:00Z,Regular,504,10
Wednesday,2023-02-15T11:01:00Z,Regular,510,6
Wednesday,2023-02-15T11:39:00Z,Regular,504,5
Wednesday,2023-02-15T12:06:00Z,Regular,504,14
Wednesday,2023-02-15T12:17:00Z,Regular,510,6
Wednesday,2023-02-15T12:31:00Z,Regular,510,13
Wednesday,2023-02-15T12:48:00Z,Regular,510,8
Wednesday,2023-02-15T12:54:00Z,Regular,510,12
Wednesday,2023-02-15T13:13:00Z,Regular,510,6
Wednesday,2023-02-15T13:56:00Z,Regular,505,7
Wednesday,2023-02-15T14:04:00Z,Regular,505,10
Wednesday,2023-02-15T16:55:00Z,Regular,505,8
Wednesday,2023-02-15T18:17:00Z,Regular,504,10
Wednesday,2023-02-15T18:54:00Z,Regular,504,7
Wednesday,2023-02-15T19:10:00Z,Regular,504,13
Wednesday,2023-02-15T20:39:00Z,Regular,504,15
Wednesday,2023-02-15T21:43:00Z,Regular,501,8
Wednesday,2023-02-15T22:14:00Z,Regular,504,18
Wednesday,2023-02-15T23:40:00Z,Regular,510,10
Wednesday,2023-02-15T23:45:00Z,Regular,510,10
Wednesday,2023-02-15T23:46:00Z,Regular,503,8
Wednesday,2023-02-15T23:53:00Z,Regular,512,6
Wednesday,2023-02-16T01:04:00Z,Regular,501,8
Wednesday,2023-02-16T01:35:00Z,Regular,509,10
Wednesday,2023-02-16T01:40:00Z,Regular,504,20
Wednesday,2023-02-16T02:16:00Z,Regular,509,10
Wednesday,2023-02-16T04:51:00Z,Regular,505,10
Wednesday,2023-02-16T04:55:00Z,Regular,501,10
Wednesday,2023-02-15T05:01:00Z,Regular,505,10
Wednesday,2023-02-15T05:07:00Z,Regular,506,10
Wednesday,2023-02-15T06:09:00Z,Regular,501,10
Thursday,2023-02-16T07:35:00Z,Regular,510,15
Thursday,2023-02-16T10:14:00Z,Regular,512,13
Thursday,2023-02-16T12:07:00Z,Regular,510,7
Thursday,2023-02-16T12:17:00Z,Regular,512,10
Thursday,2023-02-16T12:33:00Z,Regular,510,10
Thursday,2023-02-16T12:38:00Z,Regular,501,6
Thursday,2023-02-16T12:46:00Z,Regular,510,8
Thursday,2023-02-16T12:53:00Z,Regular,510,10
Thursday,2023-02-16T12:57:00Z,Regular,510,8
Thursday,2023-02-16T12:58:00Z,Regular,505,10
Thursday,2023-02-16T13:35:00Z,Regular,510,5
Thursday,2023-02-16T13:56:00Z,Regular,504,15
Thursday,2023-02-16T13:57:00Z,Regular,512,12
Thursday,2023-02-16T14:37:00Z,Regular,511,9
Thursday,2023-02-16T14:51:00Z,Regular,501,8
Thursday,2023-02-16T15:46:00Z,Regular,504,7
Thursday,2023-02-16T18:15:00Z,Regular,501,8
Thursday,2023-02-16T18:44:00Z,Regular,511,9
Thursday,2023-02-16T19:34:00Z,Regular,510,10
Thursday,2023-02-16T19:46:00Z,Regular,504,12
Thursday,2023-02-16T20:29:00Z,Regular,504,5
Thursday,2023-02-16T20:29:00Z,Regular,504,15
Thursday,2023-02-16T20:45:00Z,Regular,511,20
Thursday,2023-02-16T21:43:00Z,Regular,510,20
Thursday,2023-02-16T21:46:00Z,Regular,505,10
Thursday,2023-02-16T22:05:00Z,Regular,512,6
Thursday,2023-02-17T00:53:00Z,Regular,501,55
Thursday,2023-02-17T00:54:00Z,Regular,501,26
Thursday,2023-02-17T01:09:00Z,Regular,512,8
Thursday,2023-02-17T01:41:00Z,Regular,504,20
Thursday,2023-02-17T02:32:00Z,Regular,506,21
Thursday,2023-02-17T02:50:00Z,Regular,512,7
Thursday,2023-02-17T03:51:00Z,Regular,510,18
Thursday,2023-02-16T06:05:00Z,Regular,510,10
Friday,2023-02-17T07:37:00Z,Regular,501,20
Friday,2023-02-17T08:55:00Z,Regular,510,10
Friday,2023-02-17T09:04:00Z,Regular,504,10
Friday,2023-02-17T10:00:00Z,Regular,501,15
Friday,2023-02-17T10:02:00Z,Regular,506,38
Friday,2023-02-17T10:39:00Z,Regular,504,5
Friday,2023-02-17T11:26:00Z,Regular,501,8
Friday,2023-02-17T11:28:00Z,Regular,505,61
Friday,2023-02-17T12:04:00Z,Regular,506,9
Friday,2023-02-17T12:04:00Z,Regular,505,9
Friday,2023-02-17T12:19:00Z,Regular,501,6
Friday,2023-02-17T12:29:00Z,Regular,505,5
Friday,2023-02-17T12:55:00Z,Regular,501,6
Friday,2023-02-17T13:13:00Z,Regular,511,33
Friday,2023-02-17T14:27:00Z,Regular,505,25
Friday,2023-02-17T16:27:00Z,Regular,504,8
Friday,2023-02-17T17:09:00Z,Regular,506,9
Friday,2023-02-17T17:22:00Z,Regular,506,9
Friday,2023-02-17T17:29:00Z,Regular,506,9
Friday,2023-02-17T17:36:00Z,Regular,501,41
Friday,2023-02-17T17:40:00Z,Regular,501,6
Friday,2023-02-17T19:16:00Z,Regular,501,39
Friday,2023-02-17T19:44:00Z,Regular,505,34
Friday,2023-02-17T19:57:00Z,Regular,504,30
Friday,2023-02-17T20:18:00Z,Regular,504,48
Friday,2023-02-17T20:25:00Z,Regular,501,6
Friday,2023-02-17T20:49:00Z,Regular,501,6
Friday,2023-02-17T23:43:00Z,Regular,510,5
Friday,2023-02-17T23:57:00Z,Regular,512,6
Friday,2023-02-18T02:12:00Z,Regular,504,5
Friday,2023-02-18T02:26:00Z,Regular,505,90
Friday,2023-02-18T02:42:00Z,Regular,511,10
Friday,2023-02-18T03:04:00Z,Regular,510,11
Friday,2023-02-18T03:24:00Z,Regular,511,14
Friday,2023-02-17T06:12:00Z,Regular,501,10
Saturday,2023-02-18T07:49:00Z,Night,304,10
Saturday,2023-02-18T10:10:00Z,Regular,504,10
Saturday,2023-02-18T13:53:00Z,Regular,506,9
Saturday,2023-02-18T14:30:00Z,Regular,504,12
Saturday,2023-02-18T18:00:00Z,Regular,504,10
Saturday,2023-02-18T18:22:00Z,Regular,501,6
Saturday,2023-02-18T18:57:00Z,Regular,509,25
Saturday,2023-02-18T20:01:00Z,Regular,505,10
Saturday,2023-02-18T20:33:00Z,Regular,509,10
Saturday,2023-02-18T20:55:00Z,Regular,510,5
Saturday,2023-02-18T21:11:00Z,Regular,501,20
Saturday,2023-02-18T21:17:00Z,Regular,501,6
Saturday,2023-02-18T21:27:00Z,Regular,501,20
Saturday,2023-02-18T21:54:00Z,Regular,501,60
Saturday,2023-02-18T22:00:00Z,Regular,512,6
Saturday,2023-02-18T22:35:00Z,Regular,504,6
Saturday,2023-02-18T23:13:00Z,Regular,504,10
Saturday,2023-02-18T23:21:00Z,Regular,506,8
Saturday,2023-02-19T00:22:00Z,Regular,505,10
Saturday,2023-02-19T00:31:00Z,Regular,504,5
Saturday,2023-02-19T01:55:00Z,Regular,505,20
Saturday,2023-02-19T04:16:00Z,Regular,505,10
Saturday,2023-02-19T04:54:00Z,Regular,501,10
Saturday,2023-02-18T05:00:00Z,Regular,504,10
Saturday,2023-02-18T05:20:00Z,Regular,506,10
Saturday,2023-02-18T06:57:00Z,Regular,506,12
Sunday,2023-02-19T09:34:00Z,Regular,504,15
Sunday,2023-02-19T09:39:00Z,Regular,501,10
Sunday,2023-02-19T09:42:00Z,Regular,504,16
Sunday,2023-02-19T10:39:00Z,Regular,510,6
Sunday,2023-02-19T13:07:00Z,Regular,506,10
Sunday,2023-02-19T15:43:00Z,Regular,501,9
Sunday,2023-02-19T16:05:00Z,Regular,504,10
Sunday,2023-02-19T17:35:00Z,Regular,501,10
Sunday,2023-02-19T18:03:00Z,Regular,501,40
Sunday,2023-02-19T18:55:00Z,Regular,504,20
Sunday,2023-02-19T19:01:00Z,Regular,505,12
Sunday,2023-02-19T19:08:00Z,Regular,512,22
Sunday,2023-02-19T20:34:00Z,Regular,501,7
Sunday,2023-02-19T20:41:00Z,Regular,510,18
Sunday,2023-02-19T21:38:00Z,Regular,512,7
Sunday,2023-02-19T21:42:00Z,Regular,504,5
Sunday,2023-02-19T22:22:00Z,Regular,505,10
Sunday,2023-02-19T23:13:00Z,Regular,506,15
Sunday,2023-02-19T23:29:00Z,Regular,505,10
Sunday,2023-02-20T00:07:00Z,Regular,506,10
Sunday,2023-02-20T00:12:00Z,Regular,504,5
Sunday,2023-02-20T00:13:00Z,Regular,501,7
Sunday,2023-02-20T02:14:00Z,Regular,506,31
Sunday,2023-02-20T02:15:00Z,Regular,505,5
Sunday,2023-02-20T02:15:00Z,Regular,504,8
Sunday,2023-02-20T04:54:00Z,Regular,505,10
Sunday,2023-02-19T05:46:00Z,Regular,510,10
Sunday,2023-02-19T05:55:00Z,Regular,504,11
Sunday,2023-02-19T06:07:00Z,Regular,504,11
Monday,2023-02-20T07:27:00Z,Night,301,17
Monday,2023-02-20T08:38:00Z,Night,304,48
Monday,2023-02-20T09:00:00Z,Regular,510,30
Monday,2023-02-20T10:50:00Z,Regular,501,10
Monday,2023-02-20T14:17:00Z,Regular,510,9
Monday,2023-02-20T14:25:00Z,Regular,510,6
Monday,2023-02-20T14:39:00Z,Regular,510,8
Monday,2023-02-20T20:19:00Z,Regular,501,16
Monday,2023-02-20T23:21:00Z,Regular,506,9
Monday,2023-02-20T23:26:00Z,Regular,504,80
Monday,2023-02-20T23:40:00Z,Regular,510,21
Monday,2023-02-21T00:57:00Z,Regular,501,24
Monday,2023-02-21T01:32:00Z,Regular,505,10
Monday,2023-02-21T01:56:00Z,Regular,504,8
Monday,2023-02-21T02:51:00Z,Regular,501,10
Monday,2023-02-21T03:05:00Z,Regular,506,11
Monday,2023-02-21T03:45:00Z,Regular,501,10
Monday,2023-02-21T04:46:00Z,Regular,501,10
Monday,2023-02-20T05:04:00Z,Regular,509,18
Monday,2023-02-20T05:42:00Z,Regular,504,10
Monday,2023-02-20T06:00:00Z,Regular,512,10
Monday,2023-02-20T06:38:00Z,Regular,510,8
Tuesday,2023-02-21T09:36:00Z,Night,301,11
Tuesday,2023-02-21T10:48:00Z,Regular,510,5
Tuesday,2023-02-21T11:00:00Z,Regular,501,8
Tuesday,2023-02-21T12:29:00Z,Regular,510,5
Tuesday,2023-02-21T12:46:00Z,Regular,510,8
Tuesday,2023-02-21T13:01:00Z,Regular,504,5
Tuesday,2023-02-21T13:03:00Z,Regular,510,12
Tuesday,2023-02-21T13:49:00Z,Regular,512,9
Tuesday,2023-02-21T14:19:00Z,Regular,511,8
Tuesday,2023-02-21T15:56:00Z,Regular,504,7
Tuesday,2023-02-21T16:22:00Z,Regular,510,9
Tuesday,2023-02-21T17:18:00Z,Regular,504,75
Tuesday,2023-02-21T17:52:00Z,Regular,505,14
Tuesday,2023-02-21T18:39:00Z,Regular,504,10
Tuesday,2023-02-21T18:55:00Z,Regular,511,9
Tuesday,2023-02-21T18:55:00Z,Regular,504,6
Tuesday,2023-02-21T19:49:00Z,Regular,512,13
Tuesday,2023-02-21T19:56:00Z,Regular,504,10
Tuesday,2023-02-21T20:20:00Z,Regular,512,17
Tuesday,2023-02-21T21:01:00Z,Regular,504,5
Tuesday,2023-02-21T21:05:00Z,Regular,512,12
Tuesday,2023-02-21T21:05:00Z,Regular,505,60
Tuesday,2023-02-21T21:10:00Z,Regular,501,14
Tuesday,2023-02-21T23:23:00Z,Regular,504,9
Tuesday,2023-02-22T00:52:00Z,Regular,504,8
Tuesday,2023-02-22T03:30:00Z,Regular,504,10
Tuesday,2023-02-22T03:43:00Z,Regular,501,10
Tuesday,2023-02-22T04:21:00Z,Regular,504,10
Tuesday,2023-02-22T04:39:00Z,Regular,504,10
Tuesday,2023-02-21T05:13:00Z,Regular,511,10
Tuesday,2023-02-21T06:50:00Z,Regular,504,10
Wednesday,2023-02-22T07:02:00Z,Night,306,14
Wednesday,2023-02-22T07:13:00Z,Night,304,17
Wednesday,2023-02-22T07:17:00Z,Night,301,14
Wednesday,2023-02-22T08:22:00Z,Night,304,30
Wednesday,2023-02-22T09:05:00Z,Regular,510,30
Wednesday,2023-02-22T10:44:00Z,Regular,501,14
Wednesday,2023-02-22T11:02:00Z,Regular,510,8
Wednesday,2023-02-22T11:29:00Z,Regular,504,6
Wednesday,2023-02-22T12:06:00Z,Regular,510,7
Wednesday,2023-02-22T12:10:00Z,Regular,504,15
Wednesday,2023-02-22T12:30:00Z,Regular,510,7
Wednesday,2023-02-22T12:45:00Z,Regular,510,8
Wednesday,2023-02-22T12:49:00Z,Regular,510,7
Wednesday,2023-02-22T12:54:00Z,Regular,510,9
Wednesday,2023-02-22T13:58:00Z,Regular,501,10
Wednesday,2023-02-22T14:25:00Z,Regular,505,5
Wednesday,2023-02-22T15:31:00Z,Regular,501,6
Wednesday,2023-02-22T16:10:00Z,Regular,506,8
Wednesday,2023-02-22T17:13:00Z,Regular,512,56
Wednesday,2023-02-22T17:39:00Z,Regular,505,10
Wednesday,2023-02-22T18:00:00Z,Regular,503,10
Wednesday,2023-02-22T18:10:00Z,Regular,504,6
Wednesday,2023-02-22T19:18:00Z,Regular,509,10
Wednesday,2023-02-22T19:29:00Z,Regular,504,10
Wednesday,2023-02-22T19:40:00Z,Regular,501,6
Wednesday,2023-02-22T20:49:00Z,Regular,510,33
Wednesday,2023-02-22T20:50:00Z,Regular,501,6
Wednesday,2023-02-22T21:23:00Z,Regular,501,7
Wednesday,2023-02-22T22:10:00Z,Regular,505,10
Wednesday,2023-02-22T23:48:00Z,Regular,512,16
Wednesday,2023-02-23T00:18:00Z,Regular,505,10
Wednesday,2023-02-23T01:06:00Z,Regular,504,15
Wednesday,2023-02-23T01:49:00Z,Regular,504,29
Wednesday,2023-02-23T01:57:00Z,Regular,505,10
Wednesday,2023-02-23T01:58:00Z,Regular,506,5
Wednesday,2023-02-23T02:39:00Z,Regular,505,10
Wednesday,2023-02-23T03:10:00Z,Regular,504,20
Wednesday,2023-02-23T03:23:00Z,Regular,501,10
Wednesday,2023-02-23T03:26:00Z,Regular,504,10
Wednesday,2023-02-23T03:30:00Z,Regular,512,138
Wednesday,2023-02-23T03:44:00Z,Regular,501,57
Wednesday,2023-02-23T03:52:00Z,Regular,501,62
Wednesday,2023-02-23T03:52:00Z,Regular,501,62
Wednesday,2023-02-23T04:00:00Z,Regular,501,58
Wednesday,2023-02-23T04:13:00Z,Regular,504,51
Wednesday,2023-02-23T04:31:00Z,Regular,501,10
Wednesday,2023-02-23T04:34:00Z,Regular,509,50
Wednesday,2023-02-23T04:41:00Z,Regular,510,15
Wednesday,2023-02-23T04:47:00Z,Regular,506,8
Wednesday,2023-02-22T05:20:00Z,Regular,505,10
Wednesday,2023-02-22T05:35:00Z,Regular,506,4
Wednesday,2023-02-22T06:49:00Z,Night,301,14
Thursday,2023-02-23T08:07:00Z,Regular,510,15
Thursday,2023-02-23T10:53:00Z,Regular,510,23
Thursday,2023-02-23T11:19:00Z,Regular,510,16
Thursday,2023-02-23T11:27:00Z,Regular,510,8
Thursday,2023-02-23T12:00:00Z,Regular,505,10
Thursday,2023-02-23T13:05:00Z,Regular,504,10
Thursday,2023-02-23T13:57:00Z,Regular,511,9
Thursday,2023-02-23T14:24:00Z,Regular,505,10
Thursday,2023-02-23T14:37:00Z,Regular,501,6
Thursday,2023-02-23T14:45:00Z,Regular,511,9
Thursday,2023-02-23T14:49:00Z,Regular,506,9
Thursday,2023-02-23T15:08:00Z,Regular,505,67
Thursday,2023-02-23T17:20:00Z,Regular,506,9
Thursday,2023-02-23T17:50:00Z,Regular,504,16
Thursday,2023-02-23T18:21:00Z,Regular,504,7
Thursday,2023-02-23T18:51:00Z,Regular,504,7
Thursday,2023-02-23T19:01:00Z,Regular,510,10
Thursday,2023-02-23T19:06:00Z,Regular,504,13
Thursday,2023-02-23T20:01:00Z,Regular,504,10
Thursday,2023-02-23T21:16:00Z,Regular,504,10
Thursday,2023-02-23T21:50:00Z,Regular,512,14
Thursday,2023-02-23T21:53:00Z,Regular,505,5
Thursday,2023-02-23T22:28:00Z,Regular,505,12
Thursday,2023-02-23T22:39:00Z,Regular,501,15
Thursday,2023-02-23T22:39:00Z,Regular,501,7
Thursday,2023-02-23T23:50:00Z,Regular,512,6
Thursday,2023-02-24T00:08:00Z,Regular,504,17
Thursday,2023-02-24T00:24:00Z,Regular,501,9
Thursday,2023-02-24T00:29:00Z,Regular,501,16
Thursday,2023-02-24T01:30:00Z,Regular,512,11
Thursday,2023-02-24T02:10:00Z,Regular,501,23
Thursday,2023-02-24T02:31:00Z,Regular,512,18
Thursday,2023-02-24T03:00:00Z,Regular,504,10
Thursday,2023-02-24T03:47:00Z,Regular,505,12
Thursday,2023-02-24T04:55:00Z,Regular,505,11
Thursday,2023-02-24T04:56:00Z,Regular,504,84
Thursday,2023-02-23T06:06:00Z,Regular,501,10
Thursday,2023-02-23T06:33:00Z,Regular,506,10
Friday,2023-02-24T07:01:00Z,Regular,504,10
Friday,2023-02-24T07:07:00Z,Night,304,10
Friday,2023-02-24T07:46:00Z,Regular,506,27
Friday,2023-02-24T08:35:00Z,Night,301,32
Friday,2023-02-24T09:02:00Z,Night,306,30
Friday,2023-02-24T09:22:00Z,Regular,506,25
Friday,2023-02-24T10:39:00Z,Regular,504,5
Friday,2023-02-24T12:00:00Z,Regular,501,7
Friday,2023-02-24T12:10:00Z,Regular,501,7
Friday,2023-02-24T13:18:00Z,Regular,512,15
Friday,2023-02-24T14:05:00Z,Regular,501,36
Friday,2023-02-24T14:13:00Z,Regular,506,10
Friday,2023-02-24T14:30:00Z,Regular,512,19
Friday,2023-02-24T15:15:00Z,Regular,512,6
Friday,2023-02-24T16:00:00Z,Regular,511,7
Friday,2023-02-24T16:00:00Z,Regular,511,7
Friday,2023-02-24T16:03:00Z,Regular,509,10
Friday,2023-02-24T16:07:00Z,Regular,509,10
Friday,2023-02-24T16:21:00Z,Regular,501,6
Friday,2023-02-24T16:28:00Z,Regular,509,9
Friday,2023-02-24T16:56:00Z,Regular,504,9
Friday,2023-02-24T17:10:00Z,Regular,505,10
Friday,2023-02-24T18:36:00Z,Regular,504,7
Friday,2023-02-24T18:37:00Z,Regular,504,5
Friday,2023-02-24T19:04:00Z,Regular,511,9
Friday,2023-02-24T19:09:00Z,Regular,510,9
Friday,2023-02-24T19:40:00Z,Regular,504,10
Friday,2023-02-24T19:50:00Z,Regular,501,5
Friday,2023-02-24T20:15:00Z,Regular,506,9
Friday,2023-02-24T20:44:00Z,Regular,512,13
Friday,2023-02-24T20:46:00Z,Regular,512,12
Friday,2023-02-24T21:31:00Z,Regular,512,19
Friday,2023-02-24T21:33:00Z,Regular,501,8
Friday,2023-02-24T22:22:00Z,Regular,503,8
Friday,2023-02-24T22:24:00Z,Regular,501,55
Friday,2023-02-24T23:34:00Z,Regular,504,10
Friday,2023-02-24T23:35:00Z,Regular,510,10
Friday,2023-02-24T23:54:00Z,Regular,505,10
Friday,2023-02-25T00:04:00Z,Regular,501,17
Friday,2023-02-25T00:06:00Z,Regular,504,10
Friday,2023-02-25T00:28:00Z,Regular,501,8
Friday,2023-02-25T00:53:00Z,Regular,511,18
Friday,2023-02-25T01:18:00Z,Regular,505,27
Friday,2023-02-25T01:21:00Z,Regular,504,17
Friday,2023-02-25T01:28:00Z,Regular,501,7
Friday,2023-02-25T01:31:00Z,Regular,501,7
Friday,2023-02-25T01:55:00Z,Regular,504,7
